alcohol,amount,attributes,company,description,dilivery,image_src,price,stock,title,url
43 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Slyrs Destillerie GmbH & Co. KG Bayrischzeller Straße 13 83727 Schliersee/DE,Schon zum 3. Mal kann Slyrs seinen begehrten 12-Jährigen abfüllen. Dieses Jahr ist der Single Malt sogar in zwei verschiedenen Umverpackungen erhältlich. Von der neuen Umverpackung aus Pappe sind einige Flaschen mehr erhältlich.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_SLYRS1200_1.jpg,"128,50","geringer Vorrat, Nachfolger kommt",Slyrs 12J-2005/2017,https://www.whisky.de/shop/International/Deutschland/Slyrs-12J-2005-2017.html?&searchorigin=2
43 % vol,"0,7 Liter",{'Sorte:': 'Destillat (Spirit)'},St. Kilian Distillers GmbH Hauptstr. 1-5 63924 Rüdenau/DE,Die St. Kilian Brennererei wurde nach schottischem Vorbild erbaut und ist seit 2016 in Betrieb. Gebrannt wird auf 6000 L Kupferbrennblasen der Firma Forsyths. Die heimische Gerste wird in der hauseigenen Mühle geschrotet und anschließend gemaischt. St. Kilian verwendet aber aber auch Rauchmalz aus Schottland.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_STKIL0WD0_1.jpg,"24,90",sofort lieferbar,St. Kilian White Dog,https://www.whisky.de/shop/International/Deutschland/St-Kilian-White-Dog.html?&searchorigin=2
"49,9 % vol","0,7 Liter",{'Sorte:': 'Destillat (Spirit)'},St. Kilian Distillers GmbH Hauptstr. 1-5 63924 Rüdenau/DE,Die St. Kilian Brennererei wurde nach schottischem Vorbild erbaut und ist seit 2016 in Betrieb. Gebrannt wird auf 6000 L Kupferbrennblasen der Firma Forsyths. Die heimische Gerste wird in der hauseigenen Mühle geschrotet und anschließend gemaischt. St. Kilian verwendet auch Rauchmalz aus Schottland.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_STKIL0TD0_1.jpg,"29,90",sofort lieferbar,St. Kilian Turf Dog,https://www.whisky.de/shop/International/Deutschland/St-Kilian-Turf-Dog.html?&searchorigin=2
"63,5 % vol","0,7 Liter",{'Sorte:': 'Destillat (Spirit)'},St. Kilian Distillers GmbH Hauptstr. 1-5 63924 Rüdenau/DE,Die St. Kilian Brennererei wurde nach schottischem Vorbild erbaut und ist seit 2016 in Betrieb. Gebrannt wird auf 6000 L Kupferbrennblasen der Firma Forsyths. Die heimische Gerste wird in der hauseigenen Mühle geschrotet und anschließend gemaischt. St. Kilian verwendet aber aber auch Rauchmalz aus Schottland.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_STKIL0WDC_1.jpg,"34,90",sofort lieferbar,St. Kilian White Dog Cask Strength,https://www.whisky.de/shop/International/Deutschland/St-Kilian-White-Dog-Cask-Strength.html?&searchorigin=2
45 % vol,"0,5 Liter",{'Sorte:': 'Single Malt Whisky'},St. Kilian Distillers GmbH Hauptstr. 1-5 63924 Rüdenau/DE,"Die St. Kilian Brennererei wurde nach schottischem Vorbild erbaut und ist seit 2016 in Betrieb. Gebrannt wird auf 6.000 Liter Kupferbrennblasen der schottischen Firma Forsyths aus Rothes. Das heimische Malz wird in der hauseigenen Mühle geschrotet und anschließend gemaischt. Die 'Signature Edition One' ist nun der erste Single Malt der Brennerei und durfte für drei Jahre in Ex-Bourbon-, Rum-, PX-Sherry- und Kastanienfässer sowie Ex-Bourbon-Quarter-Casks reifen. ",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_STKIL0000_1.jpg,"38,90",sofort lieferbar,St. Kilian Signature Edition „One“ 3J-2016/2019,https://www.whisky.de/shop/International/Deutschland/St-Kilian-Signature-Edition-One-3J-2016-2019.html?&searchorigin=2
44 % vol,"0,35 Liter",{'Sorte:': 'Destillat (Spirit)'},St. Kilian Distillers GmbH Hauptstr. 1-5 63924 Rüdenau/DE,"Batch 7 des 'Spirit of St. Kilian' oder auch 'Lucky 7' genannt wurde gemeinsam mit den Fans der Brennerei komponiert. Der fassgelagerte Malzbrand wurde in den Jahren 2016 und 2017 destilliert und reifte in Bourbon,- Sherry- und Virgin Oak Fässern. Das Ergebnis ist ein fruchtig-würziger Spirit mit viel Charakter. ",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_STKIL0SP7_1.jpg,"22,90",sofort lieferbar,St. Kilian The Spirit of St. Kilian Batch 7 2016/2017,https://www.whisky.de/shop/International/Deutschland/St-Kilian-The-Spirit-of-St-Kilian-Batch-7-2016-2017.html?&searchorigin=2
"44,9 % vol","0,35 Liter",{'Sorte:': 'Destillat (Spirit)'},St. Kilian Distillers GmbH Hauptstr. 1-5 63924 Rüdenau/DE,Für Batch 6 wurde der bisher rauchigste New Make von St. Kilian verwendet. Die Reifung erfolgte in amerikanischen Bourbonfässern und Weinfässern aus Frankreich.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_STKIL0SP6_1.jpg,"22,90",sofort lieferbar,St. Kilian The Spirit of St. Kilian Batch 6 2016/2018,https://www.whisky.de/shop/International/Deutschland/St-Kilian-The-Spirit-of-St-Kilian-Batch-6-2016-2018.html?&searchorigin=2
"61,1 % vol","0,35 Liter",{'Sorte:': 'Destillat (Spirit)'},St. Kilian Distillers GmbH Hauptstr. 1-5 63924 Rüdenau/DE,Die St. Kilian Brennererei wurde nach schottischem Vorbild erbaut und ist seit 2016 in Betrieb. Gebrannt wird auf 6.000 Liter Kupferbrennblasen der Firma Forsyths. Das heimische Malz wird in der hauseigenen Mühle geschrotet und anschließend gemaischt. ,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_STKIL0SP1_1.jpg,"22,90",sofort lieferbar,St. Kilian The Spirit of St. Kilian 2017/2019,https://www.whisky.de/shop/International/Deutschland/St-Kilian-The-Spirit-of-St-Kilian-2017-2019.html?&searchorigin=2
46 % vol,"0,5 Liter",{'Sorte:': 'Single Malt Whisky'},Sin-Gold Brand GmbH Germanenstr. 1 86517 Wehringen/DE,"Die schwäbische Brennerei Singold wird vom Inhaber und Brennmeister Hans-Jürgen Filp geführt. Die Brennerei wurde nach dem gleichnamigen Fluss benannt, der im Regierungsbezirk Schwaben beheimatet ist. Die Brennerei vor den Toren Augsburgs ist auch optisch ein Hingucker: sie ist außen ganz in gold gehalten. ",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_SINGO0SH0_1.jpg,"48,90",sofort lieferbar,Singold Sherry Cask,https://www.whisky.de/shop/International/Deutschland/Singold-Sherry-Cask-Deutschland.html?&searchorigin=2
43 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Slyrs Destillerie GmbH & Co. KG Bayrischzeller Straße 13 83727 Schliersee/DE,"Classic ist der Nachfolger und die Weiterentwicklung des bekannten 3-jährigen Single Malts von Slyrs. Nun geht die Brennerei einen Schritt weiter und verzichtet auf die Angabe des Jahrgangs. Somit können im Classic 3- bis 6-jährige Malts miteinander vermählt werden. Die Abfüllung wird damit älter, auch wenn es nicht auf dem Etikett steht. Sie erhielt zusätzlich ein neues Flaschen-Design.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_SLYRS00CL_1.jpg,"41,90",sofort lieferbar,Slyrs Classic,https://www.whisky.de/shop/International/Deutschland/Slyrs-Classic.html?&searchorigin=2
51 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Slyrs Destillerie GmbH & Co. KG Bayrischzeller Straße 13 83727 Schliersee/DE,Fifty One ist eine Komposition aus mehreren Fässern. Neben den klassischen Weißeichenfässern wurden auch verschiedene Weinfinishes verwendet. Vor Abfüllung wurde der Malt noch auf 51% vol verdünnt. Die Alkoholstärke gab dem Single Malt auch seinen Namen.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_SLYRS00FO_1.jpg,"54,90",geringer Vorrat,Slyrs Fifty One,https://www.whisky.de/shop/International/Deutschland/Slyrs-Fifty-One.html?&searchorigin=2
46 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Slyrs Destillerie GmbH & Co. KG Bayrischzeller Straße 13 83727 Schliersee/DE,Slyrs holt die Karibik nach Bayern. 19 Monate in Rumfässern geben dem bekannten deutschen Malt exotische Geschmacksaromen. Ein Whisky gegen Fernweh!,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_SLYRS00RU_1.jpg,"58,90",geringer Vorrat,Slyrs Rum Finish,https://www.whisky.de/shop/International/Deutschland/Slyrs-Rum-Finish.html?&searchorigin=2
46 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Slyrs Destillerie GmbH & Co. KG Bayrischzeller Straße 13 83727 Schliersee/DE,Der Slyrs Port reift zuerst in neuen amerikanischen Weißeichenfässern. Danach erhielt der Single Malt ein mehrmonatiges Finish in kleinen Portweinfässern.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_SLYRS00PO_1.jpg,"58,90",geringer Vorrat,Slyrs Port,https://www.whisky.de/shop/International/Deutschland/Slyrs-Port.html?&searchorigin=2
46 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Slyrs Destillerie GmbH & Co. KG Bayrischzeller Straße 13 83727 Schliersee/DE,Die Edition Pedro Ximénez erhielt ihr mehrmonatiges Finish in einem über 50 Jahre alten Fass der Bodegas Tradicion/Jerez.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_SLYRS03PX_1.jpg,"59,90",sofort lieferbar,Slyrs Pedro Ximénez Edition,https://www.whisky.de/shop/International/Deutschland/Slyrs-Pedro-Xim-nez-Edition.html?&searchorigin=2
46 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Slyrs Destillerie GmbH & Co. KG Bayrischzeller Straße 13 83727 Schliersee/DE,Die Marsala Edition wurde zuerst wie gewöhnlich in neuen amerikanischen Weißeichenfässern gelagert. Danach erfolgte eine bis zu 17-monatige Nachreifung in sizilianischen Weinfässern.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_SLYRS00M2_1.jpg,"59,90",geringer Vorrat,Slyrs Marsala,https://www.whisky.de/shop/International/Deutschland/Slyrs-Marsala.html?&searchorigin=2
46 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Slyrs Destillerie GmbH & Co. KG Bayrischzeller Straße 13 83727 Schliersee/DE,Diese Madeira Edition wurde zuerst wie gewöhnlich in neuen amerikanischen Weißeichenfässern gelagert. Danach erfolgte eine 26-monatige Nachreifung in sorgfältig ausgewählten Madeira Weinfässern.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_SLYRS0MA0_1.jpg,"59,90",geringer Vorrat,Slyrs Madeira,https://www.whisky.de/shop/International/Deutschland/Slyrs-Madeira.html?&searchorigin=2
"55,8 % vol","0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Slyrs Destillerie GmbH & Co. KG Bayrischzeller Straße 13 83727 Schliersee/DE,Seit 2013 bietet die Brennerei Slyrs ihren Single Malt Whisky auch in Fassstärke an. Dieser Single Malt reifte für drei Jahre in einem Fass aus amerikanischer Weißeiche.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_SLYRS0CA0_1.jpg,"59,90",geringer Vorrat,Slyrs Fassstärke 2014/2017,https://www.whisky.de/shop/International/Deutschland/Slyrs-Fassstaerke-2014-2017.html?&searchorigin=2
"54,3 % vol","0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Slyrs Destillerie GmbH & Co. KG Bayrischzeller Straße 13 83727 Schliersee/DE,"Seit 2013 bietet die Brennerei Slyrs ihren Single Malt Whisky auch in Fassstärke an. Dieser Single Malt reifte für mehrere Jahre in Fässern aus amerikanischer Weißweiche, bevor er sein besonders Finish in PX Sherryfässern erhielt. Diese verleihen dem Slyrs Whisky eine intensive Fruchtigkeit. Einzelfass!",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_SLYRS0CP0_1.jpg,"65,90",geringer Vorrat,Slyrs Fassstärke Pedro Ximenez 2013/2018,https://www.whisky.de/shop/International/Deutschland/Slyrs-Fassstaerke-Pedro-Ximenez-2013-2018.html?&searchorigin=2
40 % vol,"0,5 Liter",{'Sorte:': 'Whisky'},Hans Gerhard Fink Aicherstr. 7/9 89191 Nellingen/DE,Die schwäbische Brennerei wird von Inhaber und Brennmeister Hans Gerhard Fink geführt. Für die Finch-Whiskys wird Getreide aus eigenem Anbau verwendet. ,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_FINCH00CL_1.jpg,"34,90",geringer Vorrat,Finch Classic 5 Jahre,https://www.whisky.de/shop/International/Deutschland/Finch-Classic-5-Jahre.html?&searchorigin=2
42 % vol,"0,5 Liter",{'Sorte:': 'Weizen Whisky'},Hans Gerhard Fink Aicherstr. 7/9 89191 Nellingen/DE,Die Brennerei Finch besitzt die größte Pot Still Deutschlands. Sie wurde in Zusammenarbeit mit einem benachbarten Brennblasenhersteller entwickelt. ,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_FINCH00DE_1.jpg,"38,90",geringer Vorrat,Finch Destillers Edition 6J-2009/2015,https://www.whisky.de/shop/International/Deutschland/Finch-Destillers-Edition-6J-2009-2015.html?&searchorigin=2
54 % vol,"0,5 Liter",{'Sorte:': 'Weizen Whisky'},Hans Gerhard Fink Aicherstr. 7/9 89191 Nellingen/DE,In der Serie Black Label füllt Finch besondere Raritäten ab. Der Whisky wurde aus Weizen destilliert und in Fassstärke abgefüllt.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_FINCHBLB2_1.jpg,"58,90",geringer Vorrat,Finch Black Label Barrel Proof 8 Jahre,https://www.whisky.de/shop/International/Deutschland/Finch-Black-Label-Barrel-Proof-8-Jahre.html?&searchorigin=2
43 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Hammerschmiede Spirituosen Karl-Theodor Buchholz Elsbach 11a 37449 Zorge/DE,Diese Abfüllung wurde zu 95% aus nichtrauchigem und 5% rauchigem Malz destilliert. Dabei brennt die Brennerei Hammerschmiede ihren Whisky noch auf traditionelle Art 2-fach über einer holzbefeuerten Pot Still. Die Reifung erfolgte in europäischen Weinfässern.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_GELS00JO2_1.jpg,"49,90",sofort lieferbar,Glen Els The Journey /2019,https://www.whisky.de/shop/International/Deutschland/Glen-Els-The-Journey-2019.html?&searchorigin=2
"45,9 % vol","0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Hammerschmiede Spirituosen Karl-Theodor Buchholz Elsbach 11a 37449 Zorge/DE,"Die Distillery Edition reifte in spanischen Sherryfässern aus Jerez (Spanien). Hierbei kamen drei unterschiedliche Sherry Fasstypen zum Einsatz: Pedro Ximénez Sherry, Cream Sherry und Oloroso Sherry. ",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_GELS00SH0_1.jpg,"69,90",sofort lieferbar,Glen Els Sherry Cask /2019,https://www.whisky.de/shop/International/Deutschland/Glen-Els-Sherry-Cask-2019.html?&searchorigin=2
56 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Hammerschmiede Spirituosen Karl-Theodor Buchholz Elsbach 11a 37449 Zorge/DE,Das Malz für diesen Whisky wurde mit leichtem Holzrauch getrocknet. Der Whisky reifte in französischen Sauternes Weinfässern (Bordeaux).,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_GELS00FS0_1.jpg,"69,90",sofort lieferbar,Glen Els Sauternes Casks 5J-2012/2017,https://www.whisky.de/shop/International/Deutschland/Glen-Els-Sauternes-Casks-5J-2012-2017.html?&searchorigin=2
"62,3 % vol","0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Hammerschmiede Spirituosen Karl-Theodor Buchholz Elsbach 11a 37449 Zorge/DE,"Für das Weihnachtsgeschäft 2017 schuf Glen Els wieder 2 neue 'gently woodsmoked'-Abfüllungen. Das Malz für den Whisky wird mit leichtem Holzrauch getrocknet. Rhum Agricole ist eine absolute Spezialität, nur knapp 10% der gesamten Rumproduktion werden auf diese Weise hergestellt. Statt wie sonst üblich die in der Zuckerindustrie übrig gebliebene Melasse zu verwenden, wird für Agricole frisch gepresster Zuckerrohrsaft verarbeitet.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_GELS00GWR_1.jpg,"71,90",geringer Vorrat,Glen Els Rhum Agricole 5J-2012/2017,https://www.whisky.de/shop/International/Deutschland/Glen-Els-Rhum-Agricole-5J-2012-2017.html?&searchorigin=2
"45,9 % vol","0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Hammerschmiede Spirituosen Karl-Theodor Buchholz Elsbach 11a 37449 Zorge/DE,"Die Glen Els Whiskys von Hammerschmiede sind Kennern schon länger ein Begriff. Die Abfüllung Ember ist ein sogenannter Woodsmoked Malt, dabei wurde 45% des Malzes über einem Buchen- und Erlenfeuer geräuchert. Die anschließende Reifung erfolgte in den verschiedensten Fassarten.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_GELS0EMH0_1.jpg,"79,90",sofort lieferbar,Glen Els The Ember Holzkiste /2018,https://www.whisky.de/shop/International/Deutschland/Glen-Els-The-Ember-Holzkiste-2018.html?&searchorigin=2
61 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Hammerschmiede Spirituosen Karl-Theodor Buchholz Elsbach 11a 37449 Zorge/DE,"Der Wayfare wird jährlich als limitierte Abfüllung produziert, die 4,5 bis 6,5-jährigen Whiskys wurden in verschiedenen Süd- und Süßweinfässern gereift.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_GELS00WFH_1.jpg,"79,90",geringer Vorrat,Glen Els The Wayfare Holzkiste /2018,https://www.whisky.de/shop/International/Deutschland/Glen-Els-The-Wayfare-Holzkiste-2018.html?&searchorigin=2
"47,4 % vol","0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Hammerschmiede Spirituosen Karl-Theodor Buchholz Elsbach 11a 37449 Zorge/DE,Diese Portreifung ist leicht rauchig und wurde exklusiv für den deutschen Markt abgefüllt.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_GELS00PO_1.jpg,"79,90",sofort lieferbar,Glen Els Port Cask 5J-2011/2017,https://www.whisky.de/shop/International/Deutschland/Glen-Els-Port-Cask-5J-2011-2017.html?&searchorigin=2
"55,1 % vol","0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Hammerschmiede Spirituosen Karl-Theodor Buchholz Elsbach 11a 37449 Zorge/DE,"Jedes Jahr wird für den deutschen Vertrieb eine exklusive Winter-Edition von Glen Els abgefüllt. Für die 2018er Edition wurde wieder leicht rauchiger Malt verwendet, diesmal reifte er in verschiedenen Marsala, Amarone und Ruby Portweinfässern.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_GELS00CW4_1.jpg,"84,90","sofort lieferbar, nur eine Flasche pro Kunde",Glen Els Cosy Winter IV /2018,https://www.whisky.de/shop/International/Deutschland/Glen-Els-Cosy-Winter-IV-2018.html?&searchorigin=2
"42,3 % vol","0,5 Liter",{'Sorte:': 'Single Malt Whisky'},RM GmbH Spirituosen-Spezialitäten Thiestr. 64 58456 Witten/DE,Im Jahr 1988 begann Rainer Mönks in seiner ehemaligen Brennerei Sonnenschein diesen besonderen Single Malt Whisky aus original schottischem und rauchigem Gerstenmalz zu destillieren. Der Whisky reifte 19 Jahre in unterschiedlichen Fässern und ruhte weitere 9 Jahre zur Harmonisierung nach. Diese außergewöhnliche Abfüllung besticht durch ihre leicht rauchige und angenehme Art.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_MOENK8818_1.jpg,"84,90",sofort lieferbar,Moenks 19J-/2018,https://www.whisky.de/shop/International/Deutschland/Moenks-19J-2018.html?&searchorigin=2
43 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Gutsbrennerei Joh. B. Geuting e.K. Brennereiweg 8 46399 Bocholt/DE,Für die diesjährige Sherryfassabfüllung seines Single Malts verwendete Magnus Geuting 3 Oloroso und 2 PX Sherryfässer.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_MUENS0SH0_1.jpg,"34,90",sofort lieferbar,J.B.G. Münsterländer Sherry 2014/2017,https://www.whisky.de/shop/International/Deutschland/J-B-G-Muensterlaender-Sherry-2014-2017.html?&searchorigin=2
42 % vol,"0,7 Liter",{'Sorte:': 'Single Grain Whisky'},Gutsbrennerei Joh. B. Geuting e.K. Brennereiweg 8 46399 Bocholt/DE,In dem Münsterländer Familienbetrieb wird seit über 175 Jahren Alkohol aus dem eigenen Getreide hergestellt. Dieser Single Grain wurde mit heimischen Brunnenwasser zweifach destilliert. ,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_MUENS0SG0_1.jpg,"37,90",sofort lieferbar,J.B.G. Münsterländer Single Grain 6J-2010/2017,https://www.whisky.de/shop/International/Deutschland/J-B-G-Muensterlaender-Single-Grain-6J-2010-2017.html?&searchorigin=2
43 % vol,"0,7 Liter",{'Sorte:': 'Whisky'},Gutsbrennerei Joh. B. Geuting e.K. Brennereiweg 8 46399 Bocholt/DE,"Für diese besondere Abfüllung kombinierte Geuting verschiedene Whiskyfässer. Fass 40 beinhaltete Single Malt, Fass 49 einen Single Grain der deutschen Brennerei. Im letzten Fass 50 reiften Single Grain und Single Malt Whisky gemeinsam heran. Nach 4 Jahren wurden die 3 Fässer abgefüllt.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_MUENS16GG_1.jpg,"37,90",sofort lieferbar,J.B.G. Münsterländer 2011/2016,https://www.whisky.de/shop/International/Deutschland/J-B-G-Muensterlaender-2011-2016.html?&searchorigin=2
43 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Gutsbrennerei Joh. B. Geuting e.K. Brennereiweg 8 46399 Bocholt/DE,Die Gutsbrennerei Geuting bringt jedes Jahr verschiedene Malts und Fassreifungen heraus. Dieser Malt wurde aus Bourbon Barrels abgefüllt.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_MUENS0BO0_1.jpg,"39,90",sofort lieferbar,J.B.G. Münsterländer Bourbonfass 2013/2017,https://www.whisky.de/shop/International/Deutschland/J-B-G-Muensterlaender-Bourbonfass-2013-2017.html?&searchorigin=2
43 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Badische Staatsbrauerei Rothaus AG Rothaus 1 79865 Grafenhausen-Rothaus/DE,"In der Badischen Staatsbrauerei Rothaus im Hochschwarzwald wurde dieser Single Malt Whisky aus speziellem Malz und dem besonders weichen Rothauser Brauwasser gemaischt und vergoren. Aromaerhaltend wurde er in kleinen Kupferbrennblasen unter Aufsicht der Destillerie Kammer-Kirsch zweifach destilliert. In deren temperaturbeständigen, ehemals zu einer Brauerei gehörenden Eiskellern reifte er in Ex-Bourbon Fässern aus weißer Eiche bis zu seiner Vollendung. Auf seine Alkoholstärke wurde er mit Brauwasser aus Rothaus eingestellt.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ROTHA0011_1.jpg,"59,90",sofort lieferbar,Rothaus Black Forest 11. Auflage /2019,https://www.whisky.de/shop/International/Deutschland/Rothaus-Black-Forest-11-Auflage-2019.html?&searchorigin=2
"54,6 % vol","0,5 Liter",{'Sorte:': 'Single Malt Whisky'},Badische Staatsbrauerei Rothaus AG Rothaus 1 79865 Grafenhausen-Rothaus/DE,Dieser Whisky verbrachte nur rund ein Jahr in Bourbonfässern. Der Großteil der Reifung wurde danach in Banyulsfässern (franz. Süßwein) vollzogen. Anschließend wurde der Malt fassstark abgefüllt.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ROTHA0BA0_1.jpg,"56,90",geringer Vorrat,Rothaus Black Forest Banyuls Finish 2015/2018,https://www.whisky.de/shop/International/Deutschland/Rothaus-Black-Forest-Banyuls-Finish-2015-2018.html?&searchorigin=2
"54,8 % vol","0,5 Liter",{'Sorte:': 'Single Malt Whisky'},Badische Staatsbrauerei Rothaus AG Rothaus 1 79865 Grafenhausen-Rothaus/DE,Dieser Whisky verbrachte nur rund ein Jahr in Bourbonfässern. Der Großteil der Reifung wurde danach in Madeirafässern vollzogen. Anschließend wurde der Malt fassstark abgefüllt.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ROTHA0MA0_1.jpg,"56,90",geringer Vorrat,Rothaus Black Forest Madeira Finish 2015/2018,https://www.whisky.de/shop/International/Deutschland/Rothaus-Black-Forest-Madeira-Finish-Deutschland.html?&searchorigin=2
40 % vol,"0,5 Liter",{'Sorte:': 'Single Malt Whisky'},Sin-Gold Brand GmbH Germanenstr. 1 86517 Wehringen/DE,"Die schwäbische Brennerei Singold wird vom Inhaber und Brennmeister Hans-Jürgen Filp geführt. Die Brennerei wurde nach dem gleichnamigen Fluss benannt, der im Regierungsbezirk Schwaben beheimatet ist. Die Brennerei vor den Toren Augsburgs ist auch optisch ein Hingucker: sie ist außen ganz in gold gehalten. ",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_SINGO0000_1.jpg,"44,90",sofort lieferbar,Singold,https://www.whisky.de/shop/International/Deutschland/Singold.html?&searchorigin=2
46 % vol,"0,7 Liter","{'Sorte:': 'Single Malt Whisky', 'Abfüller:': 'Signatory'}",Signatory Vintage Scotch Whisky Co. Ltd. Pitlochry PH16 5JP/GB,Dieser Glenlivet wurde vom unabhängigen Abfüller Signatory Vintage herausgebracht. Andrew Symington gründete sein Unternehmen Ende der 80er Jahre und pflegte schon immer einen guten Kontakt zu den Brennereien. Heute kann er ein über 10.000 Fässer starkes Lager sein Eigen nennen. ,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_GLIVE06S3_1.jpg,"42,90",sofort lieferbar,Glenlivet 10J-2006/2017,https://www.whisky.de/shop/Aktuell/Geschenkefinder/Fuer-Profis/Glenlivet-10J-2006-2017.html?&searchorigin=2
